,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,id,class_bird,french name
222,"Brehm, CL, 1831",LC,  56 à 60 cm.,nigricollis,"
 ",Podicipédidés,https://www.oiseaux.net/photos/denis.chavigny/images/grebe.a.cou.noir.dcha.2p.jpg,https://www.oiseaux.net/maps/images/grebe.a.cou.noir.1.200.w.png,Podicipédiformes,  250 à 350 g,  34 cm,"Le Grèbe à cou noir est un petit grèbe, à peu près de la taille du Grèbe esclavon avec lequel on peut le confondre en plumage hivernal.
L'adulte nuptial est facilement identifiable au plumage. La tête, le cou, la poitrine et les parties supérieures sont noirs tandis que les flancs sont d'un châtain clair vif (L'esclavon nuptial a le cou châtain vif comme les flancs). La tête est remarquable avec les plumes noires de la calotte érectiles et surtout les plumets de plumes blondes allongées en arrière de l'œil rouge vif. Le bec noir a le culmen droit et le gonys convexe, ce qui lui donne un aspect ""retroussé"", aspect accentué le cas échéant par la mobilité des ramphothèques (voir photos).
L'adulte hivernal perd ses belles couleurs. Il est gris, noir et blanc. C'est la tête qu'il faut bien regarder. Le noir de la calotte, bombée en son milieu, descend jusque sous l'œil rouge et il y a un léger dégradé gris avec la gorge, le bas des joues et la nuque blancs. Le bec est identique. Chez l'esclavon hivernal, la calotte n'est pas bombée et la limite noir/blanc sous l'œil est nette. Mais surtout le bec est différent. Culmen et gonys sont convexes et donnent un bec droit et l'extrémité du bec est blanche.
Chez le juvénile, les parties supérieures noires sont marquées de brun et les parties inférieures sont blanchâtres avec l'avant du cou grisâtre. Il n'y a pas de limite franche sur les côtés de la tête. L'œil est brun rougeâtre. Le bec est jaunâtre et un peu retroussé. Le jeune oiseau de premier hiver a l'œil encore rouge terne, l'avant du cou moins sombre et les parties supérieures d'un noir moins franc que l'adulte. L'esclavon dans les mêmes conditions est plus contrasté, plus noir et blanc, mais c'est le bec qui diagnostique. Cela veut dire que les oiseaux ne doivent pas être trop éloignés.",Grèbe à cou noir,50,050.Eared_Grebe,Grèbe à cou noir
223,"Linnaeus, 1758",,  56 à 64 cm.,podiceps,"
 ",Podicipédidés,https://www.oiseaux.net/photos/denis.chavigny/images/grebe.a.bec.bigarre.dcha.0p.jpg,https://www.oiseaux.net/maps/images/grebe.a.bec.bigarre.1.200.w.png,Podicipédiformes,  339 à 458 g,  38 cm,"Espèce américaine très occasionnelle en Europe. Les rares observations sont essentiellement faites en période hivernale mais parfois aussi en été. Grèbe d'assez petite taille. Description du plumage nuptial : dessus brun sombre, flancs brun plus clair, dessous dont sous-caudales blancs, cou et nuque brun-gris, front et gorge noirs, cercle oculaire blanc, bec épais blanc à collerette centrale noire. Description du plumage internuptial : dessus, nuque, calotte, front et lores brun sombre, flancs, cou et joues brun-roux, bec clair sans collerette noire. Dans les 2 plumages, dessous des ailes blanc et dessus entièrement brun sombre. Confusion très facile en plumage internuptial avec le Grèbe castagneux (plus petit) mais le grèbe à bec bigarré n'a pas le bec aussi fin (il est même plutôt épais) ni de tache jaune à la base, et a le cou épais.",Grèbe à bec bigarré,52,052.Pied_billed_Grebe,Grèbe à bec bigarré
224,"Linnaeus, 1758",LC,  87 à 125 cm.,urogallus,"
 ",Phasianidés,https://www.oiseaux.net/photos/denis.chavigny/images/grand.tetras.dcha.0p.jpg,,Galliformes,  1500 à 2500 g,  115 cm,"Le grand tétras est un gallinacé des forêts de conifères qui ne peut être confondu en raison de sa tête et de son cou massifs, sa queue large qu'il déploie en éventail comme un dindon, ses pattes courtes mais très robustes. Il y a un dimorphisme sexuel flagrant aussi bien du point de vue de la taille que de la couleur. Le mâle a un plumage brun-noir avec des reflets verts et violets. Quelques taches blanches parsèment les plumes de la queue qui sont arrondies. Le bec est blanchâtre et une zone de peau nue rouge cerne le dessus et l'arrière des yeux. Les plumes de la gorge sont hérissées et forment une petite barbe. Une petite tache blanche macule le bord antérieur de l'aile. La femelle revêt une livrée brun roussâtre barrée de noir. Une tache roussâtre importante marque la poitrine. La queue roussâtre est assez longue et non échancrée contrairement à celle de la femelle du Tétras lyre.",Grand Tétras,234,234.Grand_tetra,Grand Tétras
225,"Linnaeus, 1758",LC,  130 à 160 cm.,carbo,"
 ",Phalacrocoracidés,https://www.oiseaux.net/photos/denis.chavigny/images/grand.cormoran.dcha.2p.jpg,,Suliformes,  2000 à 2500 g,  100 cm,"Le grand cormoran adulte en plumage nuptial est tout noir, avec des reflets bleu et vert-bronze. Le dos est gris-bronze avec des lisérés foncés. La queue est noire et assez longue. Une tache blanche sur la cuisse apparaît pendant la période nuptiale. 
La tête est noire, avec quelques plumes blanches sur la crête peu fournie composée de quelques plumes plus longues. Les joues et la gorge sont blanches. Les yeux sont verts, allant de l'émeraude au turquoise. Le bec légèrement crochu et puissant est noirâtre avec la base jaune. Les pattes et les doigts palmés sont noirs.",Grand Cormoran,233,233.Grand_cormoran,Grand Cormoran
226,"Linnaeus, 1758",LC,  116 à 118 cm.,corax,"
 ",Corvidés,https://www.oiseaux.net/photos/florence.dellerie/images/grand.corbeau.flde.0p.jpg,,Passériformes,  690 à 1600 g,  69 cm,"Le Grand Corbeau est le plus grand passereau au monde. Pour prendre une comparaison, il est plus grand et plus lourd qu'une Buse variable et a une envergure supérieure. Il est donc nettement plus grand que le Corbeau freux ou la Corneille noire auxquels il ressemble superficiellement. Le plus souvent, lorsqu'il est en vol, on le repère d'abord à sa voix, particulière, puis à sa silhouette, elle aussi particulière avec les longues ailes et la longue queue cunéiforme.
Lorsqu'il est posé, c'est son bec noir qui attire l'attention et qui donne son identité. Il est fort, long et haut, ce qui minimise la taille de la tête. Il semble en occuper toute la face. Le culmen, qui peut atteindre 8 cm de long pour une hauteur de 2,5 à 3 cm, est régulièrement courbe et se termine en pointe. Sa moitié basale est couverte de vibrisses nasales appliquées. Le gonys est droit et se relève légèrement à l'extrémité pour faire pince avec le crochet. La calotte est souvent bombée à son sommet, ce qui rappelle le freux. L'iris est brun sombre et l'œil entouré d'un léger cercle gris.
Le plumage est entièrement noir et lustré, avec des reflets bleutés au soleil. Les pattes, robustes, sont noires. Le mâle est un peu plus grand et plus fort que la femelle. Le juvénile est noir, mais sans le lustre et avec une nuance brune bien visible à la lumière.",Grand Corbeau,107,107.Common_Raven,Grand Corbeau
227,"Linnaeus, 1758",LC,  27 cm.,oryzivorus,"
 ",Ictéridés,https://www.oiseaux.net/photos/denis.chavigny/images/goglu.des.pres.dcha.2p.jpg,,Passériformes,  29 à 40 g,  18 cm,"Chez ce grand ictéridé dont la forme et les couleurs ressemblent beaucoup aux bruants de la famille des embérizidés, les ailes sont longues et pointues, la queue est nettement aiguisée. Chez le mâle en plumage nuptial, la nuque est recouverte d'une tache chamois qui est plus ou moins développée. Le reste de la tête, la gorge et la totalité des parties inférieures sont noirs. Le dessus noir est orné de longues stries chamois (la strie centrale est très épaisse). Le bas du dos et le croupion sont gris clair, variant au blanchâtre sur les sus-caudales. La queue est noire, les scapulaires sont blancs, contrastant avec les couvertures alaires, les grandes couvertures et les tertiaires qui sont noires avec des bordures blanches. Les primaires ont d'étroits liserés blancs. 
Les iris sont brun sombre, le bec est noir avec une tache grise à la base de la mandibule inférieure. Les pattes sont brun-chair. 
En plumage éclipse, le mâle est semblable à sa partenaire, avec cependant des tachetures noirâtres sur la gorge. En février-mars, à la fin de l'été austral, il présente habituellement un plumage intermédiaire entre le plumage nuptial et le plumage non-nuptial. 
En plumage nuptial, la tête de la femelle est presque entièrement chamois. Le sourcil clair est long et large, le capuchon sombre est divisé en 2 par une strie centrale pâle Le dessus des ailes est noir avec des stries chamois. La gorge est blanche, le dessous chamois-crème. Les flancs et le ventre ont des striures fuligineuses. Le bec est très caractéristique : rose avec une mandibule très claire, une pointe et un culmen noirs. 
La femelle non-nuptiale ne diffère guère de la femelle nuptiale. Seulement, les stries des parties supérieures sont plus brillantes et plus orangées, le rose du bec est rose plus éclatant. Les juvéniles sont semblables aux femelles non-nuptiales. Les parties inférieures sont uniformément chamois, excepté les côtés de la poitrine qui ont des stries sombres à peine perceptibles.",Goglu des prés,13,013.Bobolink,Goglu des prés
228,"Linnaeus, 1758",,  152 à 167 cm.,marinus,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/goeland.marin.dcha.1p.jpg,,Charadriiformes,  1150 à 2150 g,  79 cm,"De la famille des laridés, c'est l'un des plus grands goélands européens. La tête, la poitrine, le ventre et la queue sont blancs, formant un contraste saisissant avec le dos presque noir. Les ailes sont également noirâtres avec un peu de blanc sur les bords antérieurs et postérieurs. Le bec est jaune avec une petite tache rouge sur la mandibule inférieure. Les pattes palmées sont rose pâle. Les juvéniles sont brun sombre et fortement bigarrés. Une étroite bande noire aux limites imprécises couvre l'extrémité de la queue. Le goéland marin peut être confondu avec le Goéland brun qui présente un aspect général assez semblable. Toutefois, ce dernier est largement plus petit, plus élancé et possède un bec plus mince et des pattes jaunes.",Goéland marin,232,232.Goeland_marin,Goéland marin
229,"Coues, 1862",,  - ,smithsonianus,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/goeland.d.amerique.dcha.0p.jpg,https://www.oiseaux.net/maps/images/goeland.d.amerique.1.200.w.png,Charadriiformes,  - ,  cm,Goéland d'Amérique (Larus smithsonianus) est un oiseau qui appartient à la famille des Laridés.,Goéland d'Amérique,62,062.Herring_Gull,Goéland d'Amérique
230,"Gunnerus, 1767",,  132 à 142 cm.,hyperboreus,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/goeland.bourgmestre.dcha.0p.jpg,,Charadriiformes,  1200 à 2000 g,  77 cm,"Le goéland bourgmestre est un oiseau de grande taille au large bec habitant dans le grand nord. Les adultes présentent une livrée et un ensemble qui paraissent très clairs. Le dos et les couvertures alaires sont d'un gris pâle, ces dernières avec une nette bordure blanche. Les ailes n'affichent aucune marque noire. La queue est blanche, les pattes roses et les yeux jaunes. Le puissant bec jaune porte une marque rouge sur la mandibule inférieure. Alors que pendant la saison nuptiale, les adultes présentent une tête parfaitement blanche et un anneau couleur chair bien visible autour de l'oeil, en plumage hivernal, ce dernier s'estompe et le capuchon est fortement strié de brun.
Le bourgmestre peut être confondu avec le goéland à ailes grises (Larus glaucescens) avec lequel il s'hybride. Comme la plupart des grands goélands, c'est un goéland ""à quatre années"", ce qui signifie qu'il met quatre ans pour acquérir son plumage adulte définitif, et que chaque année son plumage sub-adulte est différent. Les juvéniles sont principalement blancs avec des taches chamois. Les immatures de première année se distinguent des goélands à ailes grises par leur bec bicolore, rose chair à la base et noir à l'extrémité.",Goéland bourgmestre,60,060.Glaucous_winged_Gull,Goéland bourgmestre
231,"Stejneger, 1884",,  132 à 148 cm.,schistisagus,"
 ",Laridés,https://www.oiseaux.net/photos/serge.nicolle/images/goeland.a.manteau.ardoise.seni.1p.jpg,https://www.oiseaux.net/maps/images/goeland.a.manteau.ardoise.1.200.w.png,Charadriiformes,  1050 à 1695 g,  67 cm,Goéland à manteau ardoisé (Larus schistisagus) est un oiseau qui appartient à la famille des Laridés.,Goéland à manteau ardoisé,65,065.Slaty_backed_Gull,Goéland à manteau ardoisé
232,"Ord, 1815",LC,  121 à 127 cm.,delawarensis,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/goeland.a.bec.cercle.dcha.0p.jpg,https://www.oiseaux.net/maps/images/goeland.a.bec.cercle.1.200.w.png,Charadriiformes,  400 à 590 g,  54 cm,"Le goéland à bec cerclé a le dos et les épaules gris-bleu pâle et la tête blanche. Les ailes ont le bout noir avec des miroirs blancs. L'oiseau est blanchâtre en dessous. Les pattes et les palmes sont jaunâtres ou verdâtres. Il a un cercle noir autour du bec.
Les immatures ont une coloration différente. La première année, ils sont blanchâtres avec de petites taches brunes, et le bout des ailes et la queue sont bien noirs. La deuxième année, ils ressemblent davantage aux adultes, mais ils ont le bout de la queue noir.",Goéland à bec cerclé,64,064.Ring_billed_Gull,Goéland à bec cerclé
233,"Pallas, 1764",LC,  23 à 25 cm.,striata,"
 ",Muscicapidés,https://www.oiseaux.net/photos/denis.chavigny/images/gobemouche.gris.dcha.1p.jpg,,Passériformes,  13 à 19 g,  15 cm,"Le Gobemouche gris a un plumage très discret et passe-partout. Les parties supérieures sont d'un brun-gris, uniforme sur le manteau. Les ailes, à longue projection primaire, sont brun sombre et contrastent avec leurs couvertures, de la couleur du manteau et liserées de blanchâtre, comme les tertiaires. La tête se distingue par une calotte striée de brun, un gros œil sombre qui ressort bien sur l'ensemble lores-parotiques uni, un bec large avec la base de la mandibule inférieure jaune, enfin une gorge légèrement striée avec un trait malaire brun plus ou moins appuyé suivant les individus. Les parties inférieures sont blanchâtres, lavées de roussâtre sur les flancs. La poitrine est nettement marquée de fines stries brunes, surtout visibles de près et qui lui ont donné son nom spécifique ""striata"". Les sous-caudales sont la partie du corps la plus blanche. La queue est de la couleur des ailes. Les petites pattes sont noires. 
Le juvénile, à la façon de la plupart des jeunes muscicapidés à la sortie du nid, a un plumage distinctement maculé, ici de clair dessus et comme écailleux dessous, mais ce plumage est fugace et cèdera la place dès la mue post-juvénile suivante, à un plumage très semblable à celui de l'adulte, mais avec une teinte roussâtre autour de l'œil et aux sus-caudales, et une barre claire marquée au niveau de l'extrémité des grandes couvertures alaires. 
La sous-espèce balearica (Baléares) est plus pâle et moins striée que la sous-espèce nominale, et la sous-espèce tyrrhenica (Corse et Sardaigne) est d'un brun plus chaud sur le dessus et est moins striée également sur le dessous.
Une étude récente (Pons et al. 2015) montre que ces deux sous-espèces sont génétiquement suffisamment éloignées de la sous-espèce nominale pour être considérées comme des sous-espèces d'une espèce à part entière que les auteurs proposent d'appeler Muscicapa tyrrhenica. Mais cette distinction n'est pas encore avalisée par les instances compétentes.",Gobemouche gris,231,231.Gobemouche_gris,Gobemouche gris
234,"Linnaeus, 1758",LC,  50 à 55 cm.,chloropus,"
 ",Rallidés,https://www.oiseaux.net/photos/denis.chavigny/images/gallinule.poule-d.eau.dcha.3p.jpg,,Gruiformes,  260 à 373 g,  38 cm,"La gallinule a un plumage noir ardoisé. Les parties supérieures sont plus brunes. On peut voir une bande blanche sur les flancs, et les sous-caudales médianes sont blanches.
Le bec pointu est rouge avec l'extrémité jaune, et il se prolonge vers le front par une plaque frontale rouge. Les yeux sont rouge foncé. Les pattes et les longs doigts sont verdâtres. 
Les deux sexes sont semblables, avec le mâle légèrement plus grand. 
Le juvénile est plus brunâtre avec la gorge et l'abdomen plus clairs. Il a des bandes blanchâtre chamoisé sur les flancs. Le bec et les pattes sont sombres.
Le poussin est couvert de duvet noir, et il a le bec rouge avec le bout noir.",Gallinule poule-d'eau,230,230.Gallinule_poule_d_eau,Gallinule poule-d'eau
235,"Linnaeus, 1761",LC,  102 à 112 cm.,glacialis,"
 ",Procellariidés,https://www.oiseaux.net/photos/denis.chavigny/images/fulmar.boreal.dcha.0p.jpg,,Procellariiformes,  700 à 900 g,  50 cm,"Oiseau pélagique fascinant. Sa parure ne paye pas de mine : la tête et le dessous sont blanc pur, l'œil est entouré d'un petit masque noir, les couvertures alaires et le croupion sont gris, les rémiges primaires et secondaires sont sombres et l'extrémité de la queue est blanche. Il existe 2 formes : la forme ""bleue"" se distingue au corps entièrement gris ; on la trouve près de l'Arctique. La forme claire a été décrite ci-dessus. Le bec crochu jaune et gris du fulmar est très particulier : les narines forment des tubes. L'envergure et le vol souple frappent l'observateur en premier lieu. Le fulmar boréal (précédemment appelé pétrel fulmar) est le seul représentant de la famille de procellariidés a avoir un plumage clair et une vie diurne.",Fulmar boréal,45,045.Northern_Fulmar,Fulmar boréal
236,"Linnaeus, 1758",,  72 à 82 cm.,ferina,"
 ",Anatidés,https://www.oiseaux.net/photos/denis.chavigny/images/fuligule.milouin.dcha.2p.jpg,,Ansériformes,  700 à 1100 g,  58 cm,"C'est un oiseau de taille moyenne, légèrement plus petit que le colvert, avec une une queue courte dont l'arrière est orienté vers le haut pendant la nage. Son cou long et son long bec à culmen concave qui se poursuit par un front pentu lui donne un profil assez typique, avec une calotte légèrement conique. En tous plumages, les ailes portent une barre grisâtre diffuse. Le mâle nuptial présente une tête brun-roux, un bec noir avec un trait distal gris clair. L'oeil est rouge, la poitrine noir brillant, les flancs et le dos gris cendré clair, pouvant paraître presque blanchâtres en pleine lumière. L'arrière est noir. En vol, les couvertures alaires gris moyen et la barre alaire gris clair donnent à l'oiseau un aspect délavé, assez pâle. La femelle adulte est gris brunâtre avec des flancs et un dos grisâtres, une poitrine, une calotte et un cou brunâtres plus foncés. Les motifs diffus, clairs et foncés, sur les côtés de la tête et le profil de la tête et du bec sont les meilleurs critères de discrimination. L'oeil est brun-rouge. Les juvéniles ressemblent à la femelle adulte toutefois leur coloration est plus uniforme et la ligne pâle en arrière de l'oeil est absente. L'iris est olive jaunâtre.",Fuligule milouin,229,229.Fuligule_milouin,Fuligule milouin
237,"Pallas, 1811",LC,  140 à 165 cm.,roseus,"
 ",Phoenicoptéridés,https://www.oiseaux.net/photos/denis.chavigny/images/id/flamant.rose.dcha.2p.jpg,,Phoenicoptériformes,  2500 à 3500 g,  127 cm,"Longtemps considérés comme deux sous-espèces (Phœnicopterus ruber ruber et Phœnicopterus ruber roseus) d'une même espèce, les Flamants roses de la région Caraïbe et ceux de l'ancien monde sont maintenant (depuis 2002) acceptés comme deux espèces à part entière, le Flamant rose (Phœnicopterus roseus) en Afrique, Europe et Asie et le Flamant des Caraïbes en Amérique. Cet oiseau est une véritable curiosité de l'avifaune européenne avec une silhouette et des colorations uniques sur le continent : c'est la seule espèce de phœnicoptéridé (famille des flamants) représentée en Europe. Seules la France et l'Espagne hébergent des colonies nicheuses en Europe. La femelle est plus petite que le mâle. L'espèce ne peut être confondue : l'oiseau posé présente un corps entièrement rose clair, de longues pattes roses palmées, un bec court et recourbé, à pointe noire. En vol, la silhouette caractéristique est très allongée (pattes et cou tendus) : les ailes sont alors bien visibles. Les rémiges primaires et secondaires sont entièrement noires et les couvertures rose vif avec des nuances tendant vers le blanc. Les immatures (juvéniles ou sub-adultes) sont peu colorés : les pattes sont sombres, le cou et le dessous blanc sale, et le dessus marqué de brun. La couleur rose apparaît au cours des années, jusqu'à 4 à 7 ans, où l'intensité est à son maximum.",Flamant rose,228,228.Flamant_rose,Flamant rose
238,"Boddaert, 1783",,  - ,undata,"
 ",Sylviidés,https://www.oiseaux.net/photos/denis.chavigny/images/fauvette.pitchou.dcha.0p.jpg,https://www.oiseaux.net/maps/images/fauvette.pitchou.1.200.w.png,Passériformes,  10 à 12 g,  12 cm,"Très difficile à observer, la fauvette pitchou est cependant un oiseau qu'on ne peut pas confondre en raison de sa petite taille, de sa très longue queue qu'elle tient toujours relevée et très souvent déployée. A première vue, elle donne l'impression d'être noirâtre. De près, on apprécie, chez le mâle adulte, la tête de couleur gris-ardoise et le dos marron grisâtre, parfois brun sombre. Les parties inférieures ont une nuance rouge vineuse qui tire sur le violet. La queue est noire avec le liseré des plumes gris et la paire de rectrices extérieures ornée d'une fine bordure blanchâtre. L'iris rouge-orange et l'anneau orbital plus rouge encore forment un trait caractéristique qui est particulièrement visible malgré les mouvements inquiets de cet oiseau. Le bec est noirâtre avec la base de la mandibule inférieure jaune rosé. Les tarses et les pieds sont jaunâtres. Les ailes sont très obscures, presque noires. En automne, le menton et la gorge portent des nombreux petits points blancs. 
Le plumage de la femelle est entièrement plus clair. La tête est marron, non pas grise, et le reste des parties supérieures sont brun sombre. L'intense couleur rouge vineux est absente sur la poitrine et tout au plus on y décèle une nuance rosée. Les jeunes fauvettes ressemblent davantage à la femelle qu'au mâle. Le plumage de leurs parties supérieures affiche une teinte terreuse, plus sombres que celles des femelles adultes et son aspect est plus uniforme. 
""Pitchou"" signifie petit en provençal et évoque la taille menue de cet oiseau.",Fauvette pitchou,227,227.Fauvette_pitchou,Fauvette pitchou
239,"Linnaeus, 1758",LC,  23 cm.,atricapilla,"
 ",Sylviidés,https://www.oiseaux.net/photos/denis.chavigny/images/id/fauvette.a.tete.noire.dcha.3p.jpg,,Passériformes,  14 à 20 g,  14 cm,"La Fauvette à tête noire est une fauvette de taille moyenne (14 cm de longueur), commune et facilement reconnaissable. Les adultes présentent un dimorphisme sexuel.
Le mâle adulte se reconnaît à sa calotte noire qui contraste nettement avec le gris clair du reste de la tête. La femelle a la calotte d'un roux-châtain assez vif mais moins contrastante. L'un comme l'autre ont l'habitude de hérisser les plumes de la calotte, ce qui augmente sa visibilité. 
Globalement, les deux sexes ont un plumage gris, mais ce gris est plus marqué, plus pur chez le mâle, en particulier au niveau de la tête et du cou. Chez lui, le manteau, les ailes et la queue sont nuancés de brun-olive, mais de façon variable suivant les individus, leur appartenance géographique, la période de l'année, l'état du plumage. Les parties inférieures sont d'un blanc nuancé de gris, surtout sur les flancs. L'œil sombre est souligné d'un arc oculaire blanchâtre. Le bec est noir et les pattes sont grises.
La femelle diffère du mâle par sa calotte de couleur différente comme dit plus haut, mais aussi par un plumage moins gris, plus nettement teinté de brun olive dessus, gris-beige à chamois clair dessous.
Le juvénile, quel que soit son sexe, ressemble à la femelle. Mais son plumage est encore moins gris, plus brun, plus uniforme, et surtout sa calotte est d'un châtain terne presque brun. Son bec est éclairci à la base. Le sexe ne pourra être déterminé qu'à la mue post-juvénile, le jeune mâle se distinguant alors aux plumes noires apparaissant dans le rouge de la calotte.
Il existe 5 sous-espèces qui ne diffèrent que par des différences légères de taille et de couleur. Le mâle de la ssp ""heineken"" peut être mélanique et avoir la tête, le cou et le haut de la poitrine noirs.",Fauvette à tête noire,226,226.Fauvette_a_tete_noire,Fauvette à tête noire
240,"Linnaeus, 1758",LC,  65 à 82 cm.,tinnunculus,"
 ",Falconidés,https://www.oiseaux.net/photos/denis.chavigny/images/faucon.crecerelle.dcha.0p.jpg,,Falconiformes,  154 à 314 g,  39 cm,"Le Faucon crécerelle est un faucon de petite taille au manteau roux des milieux ouverts de l'Ancien Monde. C'est un oiseau svelte au corps fin et à longues ailes étroites et longue queue. D'aspect, il est proche d'autres espèces du genre ""Crécerelle"" et des confusions sont possibles.
L'espèce est dimorphique. Le mâle adulte, plus petit que la femelle, se reconnaît à son plumage contrasté. La tête est gris cendré sur le dessus et les côtés. Sous l'œil sombre cerclé de jaune, un large trait noirâtre sépare les couvertures auriculaires grises de la gorge crème. La cire du bec est très jaune. Les parties supérieures, d'un roux-châtain assez vif, sont maculées de taches brun-noir. La queue gris clair est barrée de noir à son extrémité de façon très visible. Le gris remonte sur les sus-caudales et le croupion. Les longues rémiges apparaissent noires. Les parties inférieures, crème à la gorge et roussâtres plus bas, sont nettement striées ou maculées de brun noir, stries sur la poitrine, macules plus larges sur les flancs. Les pattes sont très jaunes avec des ongles noirs.
La femelle adulte est globalement plus uniforme. Elle est dépourvue de la couleur grise caractéristique du mâle. Seule la queue des femelles âgées peut grisonner. Les parties supérieures sont chamois-roux, du bec à la queue, et plus abondamment tachetées. Les rémiges sont moins sombres. La barre sombre sous l'œil est moins marquée mais les couvertures auriculaires plus pâles la mettent quand même bien en évidence. La queue est nettement barrée de brun sur toute sa longueur, avec une barre terminale plus importante. 
Le poussin est couvert d'un duvet blanchâtre. Le juvénile ressemble à la femelle, mais le plumage est plus terne, moins chaud et surtout plus abondamment barré/tacheté. Les zones de peau nue sont d'un jaune plus pâle. 
L'immature n'est pas facile à sexer. La taille est une bonne indication mais ce n'est qu'avec l'apparition du gris dans le plumage qu'on a la certitude d'avoir à faire à un mâle.
10 sous-espèces sont actuellement reconnues, qui diffèrent par la taille, la coloration, l'intensité des taches du plumage et le patron de queue.",Faucon crécerelle,225,225.Faucon_crecerelle,Faucon crécerelle
241,"Linnaeus, 1758",LC,  31 à 40 cm.,vulgaris,"
 ",Sturnidés,https://www.oiseaux.net/photos/denis.chavigny/images/etourneau.sansonnet.dcha.0p.jpg,,Passériformes,  60 à 96 g,  21 cm,"L'Étourneau sansonnet est un oiseau noir un peu plus petit que le Merle noir avec lequel il peut être confondu, mais sa silhouette est différente. La queue est assez courte et dépasse de peu les ailes assez longues au posé, alors que le merle a des ailes courtes et une longue queue. La différence se voit bien aussi en vol quand on peut apprécier la forme des ailes, pointues et larges à la base, comme triangulaires. De plus, le vol est très différent. Le plumage est noir et lustré alors que le merle mâle l'a noir mat. 
Le plumage adulte neuf, juste après la mue de fin d'été, est caractérisé par des tectrices noires avec une pointe pâle (blanche, crème, voire roussâtre), ce qui donne à l'oiseau un aspect moucheté caractéristique. Au fur et à mesure de l'usure de ces plumes tout au long de l'hiver, les taches s'estompent progressivement pour laisser place à un plumage nuptial noir brillant, avec des reflets verts ou violacés suivant les endroits. Mais il en reste toujours néanmoins quelques traces qui rompent l'uniformité du plumage, surtout chez la femelle. Les rémiges et les grandes couvertures sont ourlées de crème ou de chamois. Dans le même temps, le bec et les pattes qui étaient sombres au moment de la mue, prennent des couleurs. C'est à leur niveau que se dessine un léger dimorphisme sexuel. Le mâle reproducteur a le bec jaune avec la base bleutée tandis que chez la femelle, la base est rosâtre. De plus, le mâle a les pattes d'un rose-rouge plus vif que la femelle. Il a aussi des plumes ornementales plus développées au niveau de la gorge, qui apparaissent bien lorsqu'il chante. La femelle a un iris un peu plus pâle. Mais tout concourt à faire en sorte que les adultes soient dans leurs plus beaux atours au printemps pour la reproduction. 
Le juvénile est très différent d'aspect au point qu'on pense souvent avoir affaire à une autre espèce. Son plumage est entièrement brun-gris et assez clair. L'uniformité est simplement rompue par les liserés chamois des plumes de l'aile. Le bec est noirâtre avec une commissure jaune. Les pattes sont rougeâtres ou brunâtres.",Étourneau sansonnet,224,224.Etourneau_sansonnet,Étourneau sansonnet
242,"Linnaeus, 1758",LC,  60 à 75 cm.,nisus,"
 ",Accipitridés,https://www.oiseaux.net/photos/denis.chavigny/images/epervier.d.europe.dcha.0p.jpg,,Accipitriformes,  185 à 350 g,  38 cm,"L'Épervier d'Europe est un petit Accipiter, approximativement de la taille d'un pigeon. Il a un cousin, l'Autour des palombes, qui est nettement plus grand et plus fort. Quand on ne peut apprécier la taille, la confusion est possible. Ils ont en commun la silhouette ""accipiter"", caractérisée par des ailes larges, courtes et arrondies à l'extrémité et une longue queue, l'œil jaune, les parties inférieures finement barrées chez les adultes. L'appréciation de la taille est donc fondamentale. L'épervier a la queue longue, étroite et coupée droit au bout (plus courte, plus large et arrondie au bout chez l'autour). Si on donne 1 comme valeur à la largeur de l'aile, la longueur de la queue est de 1,3 environ (1,08 à 1,1 chez l'autour).
Chez l'épervier, il y a un dimorphisme sexuel. Le mâle adulte est typique avec ses parties supérieures gris-ardoise et la teinte rousse des joues, des flancs et des barres des parties inférieures. L'iris est orange. La femelle adulte, visiblement plus grande, est brune à gris -brun dessus et barrée de brun dessous. L'iris est jaune et elle a le plus souvent un sourcil pâle. C'est elle qui peut prêter à confusion avec l'autour. Le juvénile ressemble à la femelle mais les tectrices des parties supérieures sont liserées de roussâtre et le dessous est plus grossièrement barré. 
Au posé, les tarses longs et grêles de l'épervier sont diagnostiques. Au vol, ce sont les battements d'ailes rapides, frappés et saccadés qui permettent de trancher en faveur de l'épervier. L'autour adulte n'a pas de roux, a un sourcil pâle net, les parties inférieures plus finement barrées de gris-brun, la poitrine large, les tarses robustes, la queue plus large à la base et à bout arrondi. Les battements d'ailes sont plus lents.
Pour finir, un truc ! Sur un adulte en vol vu de dessous, il faut regarder les rémiges secondaires. Celles-ci sont nettement barrées de brun chez l'épervier tandis que les barres sont comme effacées et moins visibles, chez l'autour. Utile sur photos.",Épervier d'Europe,223,223.Epervier_d_Europe,Épervier d'Europe
